"URL 1","URL 2"
"https://fasttrack.grv.org.au/Meeting/Details/1912570055","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570055"
"https://fasttrack.grv.org.au/Meeting/Details/1912570057","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570057"
"https://fasttrack.grv.org.au/Meeting/Details/1912570062","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570062"
"https://fasttrack.grv.org.au/Meeting/Details/1912570072","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570072"
"https://fasttrack.grv.org.au/Meeting/Details/1912570073","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570073"
"https://fasttrack.grv.org.au/Meeting/Details/1912570074","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570074"
"https://fasttrack.grv.org.au/Meeting/Details/1912570081","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570081"
"https://fasttrack.grv.org.au/Meeting/Details/1912570084","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570084"
"https://fasttrack.grv.org.au/Meeting/Details/1912570065","https://fasttrack.grv.org.au/RaceField/ViewRaces/1912570065"
"https://fasttrack.grv.org.au/Meeting/Details/1955080001","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080001"
"https://fasttrack.grv.org.au/Meeting/Details/1955080009","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080009"
"https://fasttrack.grv.org.au/Meeting/Details/1955080011","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080011"
"https://fasttrack.grv.org.au/Meeting/Details/1955080012","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080012"
"https://fasttrack.grv.org.au/Meeting/Details/1955080089","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080089"
"https://fasttrack.grv.org.au/Meeting/Details/1958240008","https://fasttrack.grv.org.au/RaceField/ViewRaces/1958240008"
"https://fasttrack.grv.org.au/Meeting/Details/1955080004","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080004"
"https://fasttrack.grv.org.au/Meeting/Details/1955080008","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080008"
"https://fasttrack.grv.org.au/Meeting/Details/1955080014","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080014"
"https://fasttrack.grv.org.au/Meeting/Details/1955080022","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080022"
"https://fasttrack.grv.org.au/Meeting/Details/1955080023","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080023"
"https://fasttrack.grv.org.au/Meeting/Details/1955080029","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080029"
"https://fasttrack.grv.org.au/Meeting/Details/1955080030","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080030"
"https://fasttrack.grv.org.au/Meeting/Details/1955080036","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080036"
"https://fasttrack.grv.org.au/Meeting/Details/1955080037","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080037"
"https://fasttrack.grv.org.au/Meeting/Details/1955080044","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080044"
"https://fasttrack.grv.org.au/Meeting/Details/1955080049","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080049"
"https://fasttrack.grv.org.au/Meeting/Details/1955080050","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080050"
"https://fasttrack.grv.org.au/Meeting/Details/1955080057","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080057"
"https://fasttrack.grv.org.au/Meeting/Details/1955080058","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080058"
"https://fasttrack.grv.org.au/Meeting/Details/1955080073","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080073"
"https://fasttrack.grv.org.au/Meeting/Details/1955080074","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080074"
"https://fasttrack.grv.org.au/Meeting/Details/1955080076","https://fasttrack.grv.org.au/RaceField/ViewRaces/1955080076"
